Project	Fully-Qualified Class Name	Module	Description
client	com.l3com.apps.services.timeout.TimeoutWindow.java	APPS System-Wide Services	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.alert.controllers.AlertController.java	Alert	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.alert.controllers.CreateAlertController.java	Alert	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.alert.gui.CreateAlertWindow.java	Alert	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.alert.gui.DisplayAlertWindow.java	Alert	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.alert.manager.AlertManager.java	Alert	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.alert.manager.AlertRepository.java	Alert	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.costcatmgmt.CostcatManager.java	COSTCAT (Cost Category) Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.drillfieldcopy.controller.DrillFieldCopyController.java	Execution Drill Field Copy	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.drillfieldcopy.data.DrillCopyOrderWrapper.java	Execution Drill Field Copy	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.drillfieldcopy.gui.DrillFieldCopyMainWindow.java	Execution Drill Field Copy	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.drillfieldcopy.gui.DrillFieldCopyTableModel.java	Execution Drill Field Copy	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.drillfieldcopy.gui.ExecRqmtColumnListRenderer.java	Execution Drill Field Copy	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.drillfieldcopy.gui.ExecRqmtColumnTableRenderer.java	Execution Drill Field Copy	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.drillfieldcopy.gui.ModifierTableCellEditor.java	Execution Drill Field Copy	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.drillfieldcopy.gui.ModifierTableCellRenderer.java	Execution Drill Field Copy	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.drillfieldcopy.listeners.AddAllListener.java	Execution Drill Field Copy	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.drillfieldcopy.listeners.DrillSelectionListener.java	Execution Drill Field Copy	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.drillfieldcopy.manager.DrillFieldCopyManager.java	Execution Drill Field Copy	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.drillfieldcopy.manager.DrillFieldCopyRepository.java	Execution Drill Field Copy	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.drillfieldcopy.security.DrillFieldCopySecurity.java	Execution Drill Field Copy	Uses a combination of the data in the repository and the user's permission to determine which actions can currently be performed. A security object is used by the view to enable or disable its user interface components according to the business rules codified in the security class
client	com.l3com.apps.tools.drillmgmt.controller.DrillMgmtController.java	Execution Drill/BOGEY Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.drillmgmt.data.DrillBogeyWrapper.java	Execution Drill/BOGEY Management	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.drillmgmt.data.ExecutionDrillWrapper.java	Execution Drill/BOGEY Management	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.drillmgmt.data.GetSet.java	Execution Drill/BOGEY Management	"A utility class containing accessor and mutator methods for an object. ""GetSet""classes are used by both view and model classes. In views, they provide the rendered (or user-friendly) value for each of an object's fields. In models, they provide the raw value for each field. If a field is editable by the user, a GetSet class provides ""reverse-translation""between what the user enters and the allowable values and/or data types for a field."
client	com.l3com.apps.tools.drillmgmt.filter.DrillBogeyFilterPopup.java	Execution Drill/BOGEY Management	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.tools.drillmgmt.filter.DrillBogeyFilterRow.java	Execution Drill/BOGEY Management	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.tools.drillmgmt.filter.DrillBogeyTableModel.java	Execution Drill/BOGEY Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.drillmgmt.filter.DrillBogeyTableSorter.java	Execution Drill/BOGEY Management	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.tools.drillmgmt.gui.DrillMgmtMainWindow.java	Execution Drill/BOGEY Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.drillmgmt.gui.ExtendDialogPanel.java	Execution Drill/BOGEY Management	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.tools.drillmgmt.gui.listener.ExtendListener.java	Execution Drill/BOGEY Management	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.drillmgmt.gui.NewDrillSelectionDialog.java	Execution Drill/BOGEY Management	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.tools.drillmgmt.gui.renderer.DrillBogeyIntegerTableRenderer.java	Execution Drill/BOGEY Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.drillmgmt.gui.renderer.DrillBogeyStringTableRenderer.java	Execution Drill/BOGEY Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.drillmgmt.gui.renderer.DrillBogeyTableHeaderRenderer.java	Execution Drill/BOGEY Management	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.tools.drillmgmt.listener.OpenCloseListener.java	Execution Drill/BOGEY Management	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.drillmgmt.manager.DrillManager.java	Execution Drill/BOGEY Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.drillmgmt.manager.DrillRepository.java	Execution Drill/BOGEY Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.drillmgmt.security.DrillSecurityManager.java	Execution Drill/BOGEY Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.email.controller.EmailController.java	Email	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.email.gui.ComposeMessageTab.java	Email	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.email.gui.EmailMainWindow.java	Email	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.email.gui.filter.EmailMessageFilterPopup.java	Email	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.tools.email.gui.filter.EmailMessageFilterRow.java	Email	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.tools.email.gui.filter.EmailMessageTableHeaderRenderer.java	Email	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.tools.email.gui.filter.EmailMessageTableModel.java	Email	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.email.gui.filter.EmailMessageTableSorter.java	Email	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.tools.email.gui.filter.EmailMessageWrapper.java	Email	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.email.gui.filter.GetSet.java	Email	"A utility class containing accessor and mutator methods for an object. ""GetSet""classes are used by both view and model classes. In views, they provide the rendered (or user-friendly) value for each of an object's fields. In models, they provide the raw value for each field. If a field is editable by the user, a GetSet class provides ""reverse-translation""between what the user enters and the allowable values and/or data types for a field."
client	com.l3com.apps.tools.email.gui.SelectRecipientsDialog.java	Email	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.tools.email.gui.SentMessagesTab.java	Email	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.email.manager.EmailManager.java	Email	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.email.manager.EmailRepository.java	Email	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.exercisemgmt.controllers.ExerciseMgmtController.java	Programming Exercise Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.exercisemgmt.controllers.ReopenListener.java	Programming Exercise Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.exercisemgmt.gui.ExerciseMgmtMainWindow.java	Programming Exercise Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.exercisemgmt.gui.IssueCategoryListener.java	Programming Exercise Management	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.exercisemgmt.gui.models.CategoryTableModel.java	Programming Exercise Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.exercisemgmt.gui.models.RoundTableModel.java	Programming Exercise Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.exercisemgmt.gui.QuestionnaireTableModel.java	Programming Exercise Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.exercisemgmt.gui.RefreshExerciseAction.java	Programming Exercise Management	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.tools.exercisemgmt.gui.renderers.ExerciseListRenderer.java	Programming Exercise Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.exercisemgmt.gui.renderers.RoundTableEditor.java	Programming Exercise Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.exercisemgmt.gui.renderers.RoundTableRenderer.java	Programming Exercise Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.exercisemgmt.gui.tabs.GeneralTab.java	Programming Exercise Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.exercisemgmt.gui.tabs.PomQuestionnaireTab.java	Programming Exercise Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.exercisemgmt.gui.tabs.RoundsTab.java	Programming Exercise Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.exercisemgmt.manager.ExerciseManager.java	Programming Exercise Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.exercisemgmt.manager.ExerciseRepository.java	Programming Exercise Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.exercisemgmt.security.ExerciseSecurityManager.java	Programming Exercise Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.lookupmgmt.controllers.LookupController.java	Lookup Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.lookupmgmt.gui.LookupColumnComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.tools.lookupmgmt.gui.LookupItemComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.tools.lookupmgmt.gui.LookupItemListRenderer.java	Lookup Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.lookupmgmt.gui.LookupMainWindow.java	Lookup Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.lookupmgmt.gui.LookupTableModel.java	Lookup Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.lookupmgmt.gui.RefreshLookupsAction.java	Lookup Management	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.tools.lookupmgmt.manager.LookupManager.java	Lookup Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.lookupmgmt.manager.LookupRepository.java	Lookup Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.lookupmgmt.security.LookupSecurityManager.java	Lookup Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.obanmgmt.manager.ObanManager.java	OBAN Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.password.controllers.PasswordController.java	Change Password	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.password.gui.ChangePasswordDialog.java	Change Password	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.tools.password.gui.ChangePasswordListener.java	Change Password	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.tools.password.manager.PasswordManager.java	Change Password	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.pemgmt.controllers.PeMgmtController.java	PE (Program Element) Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.pemgmt.gui.PeIdListRenderer.java	PE (Program Element) Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.pemgmt.gui.PeMgmtMainWindow.java	PE (Program Element) Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.pemgmt.gui.PePropertiesPanel.java	PE (Program Element) Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.pemgmt.manager.PeManager.java	PE (Program Element) Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.pemgmt.manager.PeRepository.java	PE (Program Element) Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.pemgmt.PeMgmtConstants.java	PE (Program Element) Management	A set of constant values for use in the module
client	com.l3com.apps.tools.pemgmt.security.PeSecurityManager.java	PE (Program Element) Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.permissionmgmt.controller.PermissionMgmtController.java	Execution Permission Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.permissionmgmt.gui.PermissionGroupComparator.java	Execution Permission Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.tools.permissionmgmt.gui.PermissionGroupListRenderer.java	Execution Permission Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.permissionmgmt.gui.PermissionMgmtMainWindow.java	Execution Permission Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.permissionmgmt.manager.PermissionManager.java	Execution Permission Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.permissionmgmt.manager.PermissionRepository.java	Execution Permission Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.permissionmgmt.PermissionMgmtConstants.java	Execution Permission Management	A set of constant values for use in the module
client	com.l3com.apps.tools.permissionmgmt.security.PermissionSecurityManager.java	Execution Permission Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.planningyearmgmt.controllers.EditBulletTypesController.java	Planning Year Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.planningyearmgmt.controllers.PlanningYearMgmtController.java	Planning Year Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.BulletTypeEditor.java	Planning Year Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.BulletTypeRenderer.java	Planning Year Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.BulletTypeTab.java	Planning Year Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.BulletTypeTableModel.java	Planning Year Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.BulletTypeTreeTableModel.java	Planning Year Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.planningyearmgmt.gui.bullettab.EditBulletTypesDialog.java	Planning Year Management	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.tools.planningyearmgmt.gui.GeneralTab.java	Planning Year Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.tools.planningyearmgmt.gui.PlanningYearMgmtMainWindow.java	Planning Year Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.planningyearmgmt.manager.PlanningYearManager.java	Planning Year Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.planningyearmgmt.manager.PlanningYearRepository.java	Planning Year Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.planningyearmgmt.PlanningYearType.java	Planning Year Management	A Java enum that defines a valid set of constant values for a module
client	com.l3com.apps.tools.planningyearmgmt.security.PlanningYearMgmtSecurity.java	Planning Year Management	Uses a combination of the data in the repository and the user's permission to determine which actions can currently be performed. A security object is used by the view to enable or disable its user interface components according to the business rules codified in the security class
client	com.l3com.apps.tools.ratemgmt.controllers.RateMgmtController.java	Rate Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.ratemgmt.data.GetSet.java	Rate Management	"A utility class containing accessor and mutator methods for an object. ""GetSet""classes are used by both view and model classes. In views, they provide the rendered (or user-friendly) value for each of an object's fields. In models, they provide the raw value for each field. If a field is editable by the user, a GetSet class provides ""reverse-translation""between what the user enters and the allowable values and/or data types for a field."
client	com.l3com.apps.tools.ratemgmt.data.RateSetWrapper.java	Rate Management	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.ratemgmt.data.RateWrapper.java	Rate Management	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.ratemgmt.filter.RateFilterPopup.java	Rate Management	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.tools.ratemgmt.filter.RateFilterRow.java	Rate Management	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.tools.ratemgmt.filter.RateTableModel.java	Rate Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.ratemgmt.filter.RateTableSorter.java	Rate Management	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.tools.ratemgmt.gui.RateMgmtWindow.java	Rate Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.ratemgmt.gui.RateTableHeaderRenderer.java	Rate Management	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.tools.ratemgmt.manager.RateManager.java	Rate Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.ratemgmt.manager.RateMgmtRepository.java	Rate Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.ratemgmt.security.RateSecurityManager.java	Rate Management	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.rcccxrefmgmt.controller.RcccXrefMgmtController.java	RCCC Cross-Reference	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
