Project	Fully-Qualified Class Name	Module	Description
client	com.l3com.apps.commongui.actions.QueryAction.java	Query	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.RateMgmtAction.java	Rate Management	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.RcccXrefMgmtAction.java	RCCC Cross-Reference	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.ReportLocationAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.ResourceIssueAction.java	Resource Issue	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.TransferFundsAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.UpdateProfileAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.UserMgmtAction.java	User Management	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.actions.ValidationWorksheetAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.CommonMessages.java	APPS System-Wide Graphical User Interface Components	  
client	com.l3com.apps.commongui.comparators.AbrevExecutionIssueTitleComparator.java	Execution Issue	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.AbrevIssueTitleComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.AbrevPeComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.AbrevPermissionGroupComparator.java	Execution Permission Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.AbrevResourceIssueTitleComparator.java	Resource Issue	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.AbrevSummaryTitleComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.columncomparators.AbstractColumnComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.columncomparators.StringArrayColumnComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.ComparatorChain.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.ExecutionDrillComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.ExerciseComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.FieldComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.IntegerComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.LookupDynamicComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.LookupIdComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.LookupIdNumericalComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.LookupNameComparator.java	Lookup Management	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.commongui.comparators.NotificationComparator.java	APPS System-Wide Graphical User Interface Components	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
